,Date,Cases,Deaths,Countries,Population,Continent,Cumulative Data
0,2020-09-29,12,3,Afghanistan,38041757.0,Asia,1.11456471
1,2020-09-28,0,0,Afghanistan,38041757.0,Asia,1.34326078
2,2020-09-27,35,0,Afghanistan,38041757.0,Asia,1.54041255
3,2020-09-26,6,2,Afghanistan,38041757.0,Asia,1.54041255
4,2020-09-25,16,0,Afghanistan,38041757.0,Asia,1.61401588
5,2020-09-24,25,5,Afghanistan,38041757.0,Asia,1.64556017
6,2020-09-23,71,2,Afghanistan,38041757.0,Asia,1.64293148
7,2020-09-22,30,3,Afghanistan,38041757.0,Asia,1.52464041
8,2020-09-21,0,0,Afghanistan,38041757.0,Asia,1.69813397
9,2020-09-20,125,4,Afghanistan,38041757.0,Asia,1.89265706
10,2020-09-19,47,1,Afghanistan,38041757.0,Asia,1.61664457
11,2020-09-18,0,0,Afghanistan,38041757.0,Asia,1.53515517
12,2020-09-17,17,0,Afghanistan,38041757.0,Asia,1.65344624
13,2020-09-16,40,10,Afghanistan,38041757.0,Asia,1.70864874
14,2020-09-15,99,6,Afghanistan,38041757.0,Asia,1.62715933
15,2020-09-14,75,0,Afghanistan,38041757.0,Asia,1.45629446
16,2020-09-13,35,0,Afghanistan,38041757.0,Asia,1.3090878
17,2020-09-12,34,0,Afghanistan,38041757.0,Asia,1.22496971
18,2020-09-11,28,0,Afghanistan,38041757.0,Asia,1.16450983
19,2020-09-10,24,2,Afghanistan,38041757.0,Asia,1.09879257
20,2020-09-09,26,3,Afghanistan,38041757.0,Asia,1.18028197
21,2020-09-08,96,3,Afghanistan,38041757.0,Asia,1.11456471
22,2020-09-07,74,2,Afghanistan,38041757.0,Asia,1.04884745
23,2020-09-06,20,0,Afghanistan,38041757.0,Asia,0.85432437
24,2020-09-05,16,0,Afghanistan,38041757.0,Asia,1.07776305
25,2020-09-04,45,1,Afghanistan,38041757.0,Asia,1.13559424
26,2020-09-03,38,3,Afghanistan,38041757.0,Asia,1.27228614
27,2020-09-02,9,0,Afghanistan,38041757.0,Asia,1.59298636
28,2020-09-01,34,4,Afghanistan,38041757.0,Asia,1.56932815
29,2020-08-31,19,0,Afghanistan,38041757.0,Asia,1.48783875
30,2020-08-30,3,0,Afghanistan,38041757.0,Asia,1.55618469
31,2020-08-29,11,1,Afghanistan,38041757.0,Asia,1.86374147
32,2020-08-28,3,0,Afghanistan,38041757.0,Asia,1.85322671
33,2020-08-27,55,4,Afghanistan,38041757.0,Asia,2.05300717
34,2020-08-26,1,0,Afghanistan,38041757.0,Asia,2.10820967
35,2020-08-25,71,10,Afghanistan,38041757.0,Asia,2.67074941
36,2020-08-24,0,0,Afghanistan,38041757.0,Asia,2.48411239
37,2020-08-23,105,2,Afghanistan,38041757.0,Asia,2.48411239
38,2020-08-22,38,0,Afghanistan,38041757.0,Asia,2.31061883
39,2020-08-21,97,2,Afghanistan,38041757.0,Asia,2.41576644
40,2020-08-20,160,8,Afghanistan,38041757.0,Asia,2.26855978
41,2020-08-19,0,0,Afghanistan,38041757.0,Asia,2.02409158
42,2020-08-18,3,0,Afghanistan,38041757.0,Asia,2.23964419
43,2020-08-17,45,5,Afghanistan,38041757.0,Asia,2.32901966
44,2020-08-16,120,7,Afghanistan,38041757.0,Asia,2.21072859
45,2020-08-15,7,0,Afghanistan,38041757.0,Asia,1.89528575
46,2020-08-14,79,9,Afghanistan,38041757.0,Asia,2.3185049
47,2020-08-13,76,10,Afghanistan,38041757.0,Asia,2.29747538
48,2020-08-12,215,32,Afghanistan,38041757.0,Asia,2.09769491
49,2020-08-11,0,0,Afghanistan,38041757.0,Asia,1.80328159
50,2020-08-10,0,0,Afghanistan,38041757.0,Asia,2.07929408
51,2020-08-09,39,5,Afghanistan,38041757.0,Asia,2.35793526
52,2020-08-08,78,9,Afghanistan,38041757.0,Asia,2.57348786
53,2020-08-07,41,0,Afghanistan,38041757.0,Asia,2.65234858
54,2020-08-06,67,4,Afghanistan,38041757.0,Asia,2.57874525
55,2020-08-05,82,6,Afghanistan,38041757.0,Asia,2.89681678
56,2020-08-04,37,4,Afghanistan,38041757.0,Asia,2.97567749
57,2020-08-03,0,1,Afghanistan,38041757.0,Asia,3.2464326
58,2020-08-02,0,0,Afghanistan,38041757.0,Asia,3.70382472
59,2020-08-01,168,12,Afghanistan,38041757.0,Asia,3.73536901
60,2020-07-31,71,0,Afghanistan,38041757.0,Asia,3.86943221
61,2020-07-30,0,0,Afghanistan,38041757.0,Asia,3.88257567
62,2020-07-29,103,1,Afghanistan,38041757.0,Asia,4.55026302
63,2020-07-28,105,1,Afghanistan,38041757.0,Asia,5.02868466
64,2020-07-27,106,10,Afghanistan,38041757.0,Asia,4.76318694
65,2020-07-26,121,13,Afghanistan,38041757.0,Asia,4.48454576
66,2020-07-25,108,35,Afghanistan,38041757.0,Asia,4.38991291
67,2020-07-24,13,0,Afghanistan,38041757.0,Asia,5.30995453
68,2020-07-23,188,21,Afghanistan,38041757.0,Asia,5.9460976
69,2020-07-22,112,4,Afghanistan,38041757.0,Asia,5.60699654
70,2020-07-21,140,5,Afghanistan,38041757.0,Asia,5.8646082
71,2020-07-20,174,17,Afghanistan,38041757.0,Asia,6.63481448
72,2020-07-19,12,17,Afghanistan,38041757.0,Asia,6.91082696
73,2020-07-18,219,32,Afghanistan,38041757.0,Asia,7.79406692
74,2020-07-17,76,21,Afghanistan,38041757.0,Asia,8.01224823
75,2020-07-16,254,49,Afghanistan,38041757.0,Asia,8.30140416
76,2020-07-15,285,33,Afghanistan,38041757.0,Asia,8.47226904
77,2020-07-14,4,2,Afghanistan,38041757.0,Asia,8.4564969
78,2020-07-13,0,0,Afghanistan,38041757.0,Asia,9.15835722
79,2020-07-12,85,16,Afghanistan,38041757.0,Asia,10.08102754
80,2020-07-11,458,37,Afghanistan,38041757.0,Asia,10.29132277
81,2020-07-10,255,20,Afghanistan,38041757.0,Asia,9.81290112
82,2020-07-09,59,1,Afghanistan,38041757.0,Asia,10.35178265
83,2020-07-08,210,16,Afghanistan,38041757.0,Asia,10.81180346
84,2020-07-07,433,56,Afghanistan,38041757.0,Asia,11.14827583
85,2020-07-06,279,38,Afghanistan,38041757.0,Asia,10.82494691
86,2020-07-05,348,7,Afghanistan,38041757.0,Asia,11.16667666
87,2020-07-04,302,12,Afghanistan,38041757.0,Asia,11.68715735
88,2020-07-03,186,33,Afghanistan,38041757.0,Asia,11.80281973
89,2020-07-02,319,28,Afghanistan,38041757.0,Asia,13.04356158
90,2020-07-01,279,13,Afghanistan,38041757.0,Asia,13.68759072
91,2020-06-30,271,12,Afghanistan,38041757.0,Asia,15.01245066
92,2020-06-29,351,18,Afghanistan,38041757.0,Asia,16.30050894
93,2020-06-28,165,20,Afghanistan,38041757.0,Asia,17.12328902
94,2020-06-27,276,8,Afghanistan,38041757.0,Asia,18.15110695
95,2020-06-26,460,36,Afghanistan,38041757.0,Asia,19.15000929
96,2020-06-25,234,21,Afghanistan,38041757.0,Asia,19.90444343
97,2020-06-24,338,20,Afghanistan,38041757.0,Asia,21.08735409
98,2020-06-23,310,17,Afghanistan,38041757.0,Asia,21.62360692
99,2020-06-22,409,12,Afghanistan,38041757.0,Asia,22.32020987
100,2020-06-21,546,21,Afghanistan,38041757.0,Asia,23.32436959
101,2020-06-20,346,2,Afghanistan,38041757.0,Asia,23.41900244
102,2020-06-19,658,42,Afghanistan,38041757.0,Asia,24.91472726
103,2020-06-18,564,13,Afghanistan,38041757.0,Asia,25.25382831
104,2020-06-17,783,13,Afghanistan,38041757.0,Asia,25.76379424
105,2020-06-16,761,7,Afghanistan,38041757.0,Asia,25.70070567
106,2020-06-15,664,20,Afghanistan,38041757.0,Asia,25.13290856
107,2020-06-14,556,5,Afghanistan,38041757.0,Asia,25.1749676
108,2020-06-13,656,20,Afghanistan,38041757.0,Asia,25.98986161
109,2020-06-12,747,21,Afghanistan,38041757.0,Asia,25.90311483
110,2020-06-11,684,21,Afghanistan,38041757.0,Asia,25.46412354
111,2020-06-10,542,15,Afghanistan,38041757.0,Asia,25.30903081
112,2020-06-09,575,12,Afghanistan,38041757.0,Asia,25.61395889
113,2020-06-08,791,30,Afghanistan,38041757.0,Asia,25.65601794
114,2020-06-07,582,18,Afghanistan,38041757.0,Asia,25.11187903
115,2020-06-06,915,9,Afghanistan,38041757.0,Asia,25.63761711
116,2020-06-05,787,6,Afghanistan,38041757.0,Asia,24.65185822
117,2020-06-04,758,24,Afghanistan,38041757.0,Asia,23.97891349
118,2020-06-03,759,5,Afghanistan,38041757.0,Asia,23.27968185
119,2020-06-02,545,8,Afghanistan,38041757.0,Asia,22.81177497
120,2020-06-01,680,8,Afghanistan,38041757.0,Asia,22.45164439
121,2020-05-31,866,3,Afghanistan,38041757.0,Asia,21.35285181
122,2020-05-30,623,11,Afghanistan,38041757.0,Asia,19.07640596
123,2020-05-29,580,8,Afghanistan,38041757.0,Asia,20.23302972
124,2020-05-28,625,7,Afghanistan,38041757.0,Asia,19.00543132
125,2020-05-27,658,1,Afghanistan,38041757.0,Asia,18.04333065
126,2020-05-26,591,1,Afghanistan,38041757.0,Asia,17.04968569
127,2020-05-25,584,2,Afghanistan,38041757.0,Asia,16.24530644
128,2020-05-24,782,11,Afghanistan,38041757.0,Asia,15.68013801
129,2020-05-23,540,12,Afghanistan,38041757.0,Asia,14.29481819
130,2020-05-22,531,6,Afghanistan,38041757.0,Asia,13.44049382
131,2020-05-21,492,9,Afghanistan,38041757.0,Asia,12.49416529
132,2020-05-20,581,5,Afghanistan,38041757.0,Asia,11.64246962
133,2020-05-19,408,4,Afghanistan,38041757.0,Asia,10.98266833
134,2020-05-18,262,1,Afghanistan,38041757.0,Asia,10.40961384
135,2020-05-17,0,0,Afghanistan,38041757.0,Asia,10.3386392
136,2020-05-16,1063,32,Afghanistan,38041757.0,Asia,10.6908837
137,2020-05-15,113,6,Afghanistan,38041757.0,Asia,8.32769107
138,2020-05-14,259,3,Afghanistan,38041757.0,Asia,8.61421832
139,2020-05-13,280,5,Afghanistan,38041757.0,Asia,8.25408774
140,2020-05-12,285,2,Afghanistan,38041757.0,Asia,7.84401204
141,2020-05-11,369,5,Afghanistan,38041757.0,Asia,7.54697003
142,2020-05-10,255,6,Afghanistan,38041757.0,Asia,6.75573423
143,2020-05-09,215,3,Afghanistan,38041757.0,Asia,6.37983151
144,2020-05-08,171,2,Afghanistan,38041757.0,Asia,5.99867141
145,2020-05-07,168,9,Afghanistan,38041757.0,Asia,5.82517784
146,2020-05-06,330,5,Afghanistan,38041757.0,Asia,5.60436785
147,2020-05-05,190,5,Afghanistan,38041757.0,Asia,4.89725015
148,2020-05-04,235,13,Afghanistan,38041757.0,Asia,4.48980314
149,2020-05-03,134,4,Afghanistan,38041757.0,Asia,4.10338566
150,2020-05-02,164,4,Afghanistan,38041757.0,Asia,3.91674864
151,2020-05-01,222,4,Afghanistan,38041757.0,Asia,3.61970663
152,2020-04-30,122,0,Afghanistan,38041757.0,Asia,3.06242427
153,2020-04-29,124,3,Afghanistan,38041757.0,Asia,2.92573237
154,2020-04-28,172,0,Afghanistan,38041757.0,Asia,2.7285806
155,2020-04-27,68,10,Afghanistan,38041757.0,Asia,2.42890989
156,2020-04-26,112,4,Afghanistan,38041757.0,Asia,2.38685085
157,2020-04-25,70,1,Afghanistan,38041757.0,Asia,2.181813
158,2020-04-24,105,2,Afghanistan,38041757.0,Asia,2.09506622
159,2020-04-23,84,4,Afghanistan,38041757.0,Asia,1.97940384
160,2020-04-22,61,1,Afghanistan,38041757.0,Asia,1.90580051
161,2020-04-21,35,2,Afghanistan,38041757.0,Asia,1.82431111
162,2020-04-20,88,3,Afghanistan,38041757.0,Asia,1.83219718
163,2020-04-19,63,0,Afghanistan,38041757.0,Asia,1.67710445
164,2020-04-18,51,1,Afghanistan,38041757.0,Asia,1.60350112
165,2020-04-17,10,4,Afghanistan,38041757.0,Asia,1.46943791
166,2020-04-16,70,2,Afghanistan,38041757.0,Asia,1.55618469
167,2020-04-15,49,2,Afghanistan,38041757.0,Asia,1.44052232
168,2020-04-14,58,3,Afghanistan,38041757.0,Asia,1.37743375
169,2020-04-13,52,0,Afghanistan,38041757.0,Asia,1.29594435
170,2020-04-12,34,3,Afghanistan,38041757.0,Asia,1.18028197
171,2020-04-11,37,0,Afghanistan,38041757.0,Asia,1.13033686
172,2020-04-10,61,1,Afghanistan,38041757.0,Asia,1.07513436
173,2020-04-09,56,3,Afghanistan,38041757.0,Asia,0.91478425
174,2020-04-08,30,4,Afghanistan,38041757.0,Asia,0.85432437
175,2020-04-07,38,0,Afghanistan,38041757.0,Asia,0.78072104
176,2020-04-06,29,2,Afghanistan,38041757.0,Asia,0.69660295
177,2020-04-05,35,1,Afghanistan,38041757.0,Asia,0.64665783
178,2020-04-04,0,0,Afghanistan,38041757.0,Asia,0.55465367
179,2020-04-03,43,0,Afghanistan,38041757.0,Asia,0.55991105
180,2020-04-02,26,0,Afghanistan,38041757.0,Asia,0.44687736
181,2020-04-01,25,0,Afghanistan,38041757.0,Asia,0.37853141
182,2020-03-31,27,0,Afghanistan,38041757.0,Asia,0.31544284
183,2020-03-30,8,1,Afghanistan,38041757.0,Asia,0.25761166
184,2020-03-29,15,1,Afghanistan,38041757.0,Asia,0.25235427
185,2020-03-28,16,1,Afghanistan,38041757.0,Asia,0.22080999
186,2020-03-27,0,0,Afghanistan,38041757.0,Asia,0.18663702
187,2020-03-26,33,0,Afghanistan,38041757.0,Asia,0.19452309
188,2020-03-25,2,0,Afghanistan,38041757.0,Asia,0.1077763
189,2020-03-24,6,1,Afghanistan,38041757.0,Asia,0.10251892
190,2020-03-23,10,0,Afghanistan,38041757.0,Asia,0.08674678
191,2020-03-22,0,0,Afghanistan,38041757.0,Asia,0.06045988
192,2020-03-21,2,0,Afghanistan,38041757.0,Asia,0.06045988
193,2020-03-20,0,0,Afghanistan,38041757.0,Asia,0.0552025
194,2020-03-19,0,0,Afghanistan,38041757.0,Asia,0.05783119
195,2020-03-18,1,0,Afghanistan,38041757.0,Asia,0.05783119
196,2020-03-17,5,0,Afghanistan,38041757.0,Asia,0.0552025
197,2020-03-16,6,0,Afghanistan,38041757.0,Asia,0.04205905
198,2020-03-15,3,0,Afghanistan,38041757.0,Asia,0.0262869
199,2020-03-11,3,0,Afghanistan,38041757.0,Asia,0.01840083
200,2020-03-08,3,0,Afghanistan,38041757.0,Asia,0.01051476
201,2020-03-02,0,0,Afghanistan,38041757.0,Asia,0.00262869
202,2020-03-01,0,0,Afghanistan,38041757.0,Asia,0.00262869
203,2020-02-29,0,0,Afghanistan,38041757.0,Asia,0.00262869
204,2020-02-28,0,0,Afghanistan,38041757.0,Asia,0.00262869
205,2020-02-27,0,0,Afghanistan,38041757.0,Asia,0.00262869
206,2020-02-26,0,0,Afghanistan,38041757.0,Asia,0.00262869
207,2020-02-25,1,0,Afghanistan,38041757.0,Asia,0.00262869
208,2020-02-24,0,0,Afghanistan,38041757.0,Asia,0.0
209,2020-02-23,0,0,Afghanistan,38041757.0,Asia,0.0
210,2020-02-22,0,0,Afghanistan,38041757.0,Asia,0.0
211,2020-02-21,0,0,Afghanistan,38041757.0,Asia,0.0
212,2020-02-20,0,0,Afghanistan,38041757.0,Asia,0.0
213,2020-02-19,0,0,Afghanistan,38041757.0,Asia,0.0
214,2020-02-18,0,0,Afghanistan,38041757.0,Asia,0.0
215,2020-02-17,0,0,Afghanistan,38041757.0,Asia,0.0
216,2020-02-16,0,0,Afghanistan,38041757.0,Asia,0.0
217,2020-02-15,0,0,Afghanistan,38041757.0,Asia,0.0
218,2020-02-14,0,0,Afghanistan,38041757.0,Asia,0.0
219,2020-02-13,0,0,Afghanistan,38041757.0,Asia,0.0
220,2020-02-12,0,0,Afghanistan,38041757.0,Asia,0.0
221,2020-02-11,0,0,Afghanistan,38041757.0,Asia,0.0
222,2020-02-10,0,0,Afghanistan,38041757.0,Asia,0.0
223,2020-02-09,0,0,Afghanistan,38041757.0,Asia,0.0
224,2020-02-08,0,0,Afghanistan,38041757.0,Asia,0.0
225,2020-02-07,0,0,Afghanistan,38041757.0,Asia,0.0
226,2020-02-06,0,0,Afghanistan,38041757.0,Asia,0.0
227,2020-02-05,0,0,Afghanistan,38041757.0,Asia,0.0
228,2020-02-04,0,0,Afghanistan,38041757.0,Asia,0.0
229,2020-02-03,0,0,Afghanistan,38041757.0,Asia,0.0
230,2020-02-02,0,0,Afghanistan,38041757.0,Asia,0.0
231,2020-02-01,0,0,Afghanistan,38041757.0,Asia,0.0
232,2020-01-31,0,0,Afghanistan,38041757.0,Asia,0.0
233,2020-01-30,0,0,Afghanistan,38041757.0,Asia,0.0
234,2020-01-29,0,0,Afghanistan,38041757.0,Asia,0.0
235,2020-01-28,0,0,Afghanistan,38041757.0,Asia,0.0
236,2020-01-27,0,0,Afghanistan,38041757.0,Asia,0.0
237,2020-01-26,0,0,Afghanistan,38041757.0,Asia,0.0
238,2020-01-25,0,0,Afghanistan,38041757.0,Asia,0.0
239,2020-01-24,0,0,Afghanistan,38041757.0,Asia,0.0
240,2020-01-23,0,0,Afghanistan,38041757.0,Asia,0.0
241,2020-01-22,0,0,Afghanistan,38041757.0,Asia,0.0
242,2020-01-21,0,0,Afghanistan,38041757.0,Asia,0.0
243,2020-01-20,0,0,Afghanistan,38041757.0,Asia,0.0
244,2020-01-19,0,0,Afghanistan,38041757.0,Asia,0.0
245,2020-01-18,0,0,Afghanistan,38041757.0,Asia,0.0
246,2020-01-17,0,0,Afghanistan,38041757.0,Asia,0.0
247,2020-01-16,0,0,Afghanistan,38041757.0,Asia,0.0
248,2020-01-15,0,0,Afghanistan,38041757.0,Asia,0.0
249,2020-01-14,0,0,Afghanistan,38041757.0,Asia,0.0
250,2020-01-13,0,0,Afghanistan,38041757.0,Asia,0.0
251,2020-01-12,0,0,Afghanistan,38041757.0,Asia,nan
252,2020-01-11,0,0,Afghanistan,38041757.0,Asia,nan
253,2020-01-10,0,0,Afghanistan,38041757.0,Asia,nan
254,2020-01-09,0,0,Afghanistan,38041757.0,Asia,nan
255,2020-01-08,0,0,Afghanistan,38041757.0,Asia,nan
256,2020-01-07,0,0,Afghanistan,38041757.0,Asia,nan
257,2020-01-06,0,0,Afghanistan,38041757.0,Asia,nan
258,2020-01-05,0,0,Afghanistan,38041757.0,Asia,nan
259,2020-01-04,0,0,Afghanistan,38041757.0,Asia,nan
260,2020-01-03,0,0,Afghanistan,38041757.0,Asia,nan
261,2020-01-02,0,0,Afghanistan,38041757.0,Asia,nan
262,2020-01-01,0,0,Afghanistan,38041757.0,Asia,nan
263,2019-12-31,0,0,Afghanistan,38041757.0,Asia,nan
264,2020-09-29,132,3,Albania,2862427.0,Europe,65.36411234
265,2020-09-28,106,2,Albania,2862427.0,Europe,66.58685095
266,2020-09-27,108,2,Albania,2862427.0,Europe,68.75284505
267,2020-09-26,124,3,Albania,2862427.0,Europe,70.70922682
268,2020-09-25,134,0,Albania,2862427.0,Europe,72.0018362
269,2020-09-24,121,3,Albania,2862427.0,Europe,72.77041476
270,2020-09-23,131,3,Albania,2862427.0,Europe,73.81847642
271,2020-09-22,150,2,Albania,2862427.0,Europe,74.37744264
272,2020-09-21,159,4,Albania,2862427.0,Europe,74.41237803
273,2020-09-20,153,5,Albania,2862427.0,Europe,74.20276569
274,2020-09-19,125,5,Albania,2862427.0,Europe,73.5739287
275,2020-09-18,132,5,Albania,2862427.0,Europe,73.50405792
276,2020-09-17,144,3,Albania,2862427.0,Europe,72.9450917
277,2020-09-16,152,2,Albania,2862427.0,Europe,72.17651315
278,2020-09-15,167,4,Albania,2862427.0,Europe,70.11532521
279,2020-09-14,168,4,Albania,2862427.0,Europe,68.92752199
280,2020-09-13,164,3,Albania,2862427.0,Europe,66.58685095
281,2020-09-12,161,3,Albania,2862427.0,Europe,63.79201985
282,2020-09-11,156,2,Albania,2862427.0,Europe,62.0801858
283,2020-09-10,151,1,Albania,2862427.0,Europe,62.0801858
284,2020-09-09,147,2,Albania,2862427.0,Europe,62.67408741
285,2020-09-08,151,3,Albania,2862427.0,Europe,62.91863513
286,2020-09-07,153,4,Albania,2862427.0,Europe,63.86189063
287,2020-09-06,135,6,Albania,2862427.0,Europe,63.82695524
288,2020-09-05,123,5,Albania,2862427.0,Europe,64.5605984
289,2020-09-04,116,5,Albania,2862427.0,Europe,65.57372467
290,2020-09-03,122,6,Albania,2862427.0,Europe,66.93620484
291,2020-09-02,93,6,Albania,2862427.0,Europe,68.19387883
292,2020-09-01,133,4,Albania,2862427.0,Europe,70.35987293
293,2020-08-31,101,5,Albania,2862427.0,Europe,69.87077749
294,2020-08-30,84,4,Albania,2862427.0,Europe,70.53454988
295,2020-08-29,112,5,Albania,2862427.0,Europe,72.59573781
296,2020-08-28,156,3,Albania,2862427.0,Europe,73.78354103
297,2020-08-27,168,4,Albania,2862427.0,Europe,73.71367025
298,2020-08-26,154,5,Albania,2862427.0,Europe,72.77041476
299,2020-08-25,178,4,Albania,2862427.0,Europe,72.28131931
300,2020-08-24,152,5,Albania,2862427.0,Europe,70.42974371
301,2020-08-23,156,5,Albania,2862427.0,Europe,69.87077749
302,2020-08-22,152,2,Albania,2862427.0,Europe,68.75284505
303,2020-08-21,155,4,Albania,2862427.0,Europe,68.15894344
304,2020-08-20,158,2,Albania,2862427.0,Europe,67.18075256
305,2020-08-19,155,2,Albania,2862427.0,Europe,66.51698017
306,2020-08-18,119,2,Albania,2862427.0,Europe,65.64359545
307,2020-08-17,120,3,Albania,2862427.0,Europe,65.01475845
308,2020-08-16,143,6,Albania,2862427.0,Europe,65.11956462
309,2020-08-15,146,6,Albania,2862427.0,Europe,64.31605068
310,2020-08-14,154,5,Albania,2862427.0,Europe,61.97537963
311,2020-08-13,141,3,Albania,2862427.0,Europe,59.80938553
312,2020-08-12,140,5,Albania,2862427.0,Europe,58.6565177
313,2020-08-11,125,1,Albania,2862427.0,Europe,57.85300376
314,2020-08-10,136,6,Albania,2862427.0,Europe,57.57352065
315,2020-08-09,124,4,Albania,2862427.0,Europe,57.22416676
316,2020-08-08,135,1,Albania,2862427.0,Europe,55.23284961
317,2020-08-07,127,6,Albania,2862427.0,Europe,54.14985256
318,2020-08-06,139,6,Albania,2862427.0,Europe,53.48608017
319,2020-08-05,130,4,Albania,2862427.0,Europe,51.00566757
320,2020-08-04,101,6,Albania,2862427.0,Europe,50.62137829
321,2020-08-03,123,5,Albania,2862427.0,Europe,49.92267052
322,2020-08-02,120,4,Albania,2862427.0,Europe,48.49031958
323,2020-08-01,79,3,Albania,2862427.0,Europe,47.86148258
324,2020-07-31,92,4,Albania,2862427.0,Europe,47.02303325
325,2020-07-30,108,2,Albania,2862427.0,Europe,47.26758097
326,2020-07-29,117,4,Albania,2862427.0,Europe,46.46406703
327,2020-07-28,117,6,Albania,2862427.0,Europe,45.73042387
328,2020-07-27,126,4,Albania,2862427.0,Europe,45.73042387
329,2020-07-26,67,6,Albania,2862427.0,Europe,44.22820215
330,2020-07-25,104,5,Albania,2862427.0,Europe,45.13652226
331,2020-07-24,108,3,Albania,2862427.0,Europe,44.64742682
332,2020-07-23,68,3,Albania,2862427.0,Europe,43.73910671
333,2020-07-22,119,4,Albania,2862427.0,Europe,43.73910671
334,2020-07-21,81,1,Albania,2862427.0,Europe,42.16701422
335,2020-07-20,82,1,Albania,2862427.0,Europe,41.81766033
336,2020-07-19,102,4,Albania,2862427.0,Europe,41.53817722
337,2020-07-18,55,3,Albania,2862427.0,Europe,40.31543861
338,2020-07-17,99,3,Albania,2862427.0,Europe,41.53817722
339,2020-07-16,85,4,Albania,2862427.0,Europe,40.94427561
340,2020-07-15,96,2,Albania,2862427.0,Europe,39.54686006
341,2020-07-14,117,2,Albania,2862427.0,Europe,38.60360456
342,2020-07-13,83,4,Albania,2862427.0,Europe,36.75202896
343,2020-07-12,93,4,Albania,2862427.0,Europe,36.36773968
344,2020-07-11,90,2,Albania,2862427.0,Europe,35.24980724
345,2020-07-10,82,0,Albania,2862427.0,Europe,34.79564719
346,2020-07-09,68,2,Albania,2862427.0,Europe,34.65590564
347,2020-07-08,74,2,Albania,2862427.0,Europe,34.62097025
348,2020-07-07,71,3,Albania,2862427.0,Europe,33.85239169
349,2020-07-06,74,2,Albania,2862427.0,Europe,33.74758553
350,2020-07-05,67,2,Albania,2862427.0,Europe,32.42004076
351,2020-07-04,90,3,Albania,2862427.0,Europe,31.93094531
352,2020-07-03,82,4,Albania,2862427.0,Europe,30.53352976
353,2020-07-02,45,3,Albania,2862427.0,Europe,29.97456354
354,2020-07-01,69,4,Albania,2862427.0,Europe,30.14924049
355,2020-06-30,64,3,Albania,2862427.0,Europe,30.60340054
356,2020-06-29,72,2,Albania,2862427.0,Europe,30.77807748
357,2020-06-28,61,2,Albania,2862427.0,Europe,30.25404665
358,2020-06-27,77,2,Albania,2862427.0,Europe,29.7998866
359,2020-06-26,78,2,Albania,2862427.0,Europe,28.19285872
360,2020-06-25,67,2,Albania,2862427.0,Europe,27.0050555
361,2020-06-24,52,1,Albania,2862427.0,Europe,26.13167078
362,2020-06-23,68,0,Albania,2862427.0,Europe,25.57270456
363,2020-06-22,36,1,Albania,2862427.0,Europe,23.79099974
364,2020-06-21,53,1,Albania,2862427.0,Europe,23.02242118
365,2020-06-20,50,3,Albania,2862427.0,Europe,21.86955335
366,2020-06-19,66,1,Albania,2862427.0,Europe,20.64681475
367,2020-06-18,50,1,Albania,2862427.0,Europe,18.79523914
368,2020-06-17,82,1,Albania,2862427.0,Europe,17.74717748
369,2020-06-16,69,0,Albania,2862427.0,Europe,15.61611877
370,2020-06-15,57,0,Albania,2862427.0,Europe,13.41518928
371,2020-06-14,48,0,Albania,2862427.0,Europe,11.94790295
372,2020-06-13,31,1,Albania,2862427.0,Europe,11.07451823
373,2020-06-12,44,1,Albania,2862427.0,Europe,10.79503512
374,2020-06-11,42,0,Albania,2862427.0,Europe,10.16619812
375,2020-06-10,36,0,Albania,2862427.0,Europe,9.43255496
376,2020-06-09,17,0,Albania,2862427.0,Europe,9.04826569
377,2020-06-08,14,0,Albania,2862427.0,Europe,8.66397641
378,2020-06-07,20,1,Albania,2862427.0,Europe,8.48929947
379,2020-06-06,15,0,Albania,2862427.0,Europe,8.0700748
380,2020-06-05,13,0,Albania,2862427.0,Europe,7.96526863
381,2020-06-04,20,0,Albania,2862427.0,Europe,7.68578552
382,2020-06-03,21,0,Albania,2862427.0,Europe,7.51110858
383,2020-06-02,6,0,Albania,2862427.0,Europe,6.81240081
384,2020-06-01,15,0,Albania,2862427.0,Europe,6.67265925
385,2020-05-31,23,0,Albania,2862427.0,Europe,6.60278847
386,2020-05-30,23,0,Albania,2862427.0,Europe,6.39317614
387,2020-05-29,26,0,Albania,2862427.0,Europe,6.2184992
388,2020-05-28,21,0,Albania,2862427.0,Europe,5.93901609
389,2020-05-27,25,1,Albania,2862427.0,Europe,5.34511448
390,2020-05-26,6,0,Albania,2862427.0,Europe,4.61147131
391,2020-05-25,9,1,Albania,2862427.0,Europe,4.54160054
392,2020-05-24,8,0,Albania,2862427.0,Europe,4.6464067
393,2020-05-23,12,0,Albania,2862427.0,Europe,4.57653593
394,2020-05-22,5,0,Albania,2862427.0,Europe,4.43679437
395,2020-05-21,15,0,Albania,2862427.0,Europe,4.61147131
396,2020-05-20,1,0,Albania,2862427.0,Europe,4.50666515
397,2020-05-19,2,0,Albania,2862427.0,Europe,5.06563137
398,2020-05-18,13,0,Albania,2862427.0,Europe,5.2752437
399,2020-05-17,17,0,Albania,2862427.0,Europe,5.03069598
400,2020-05-16,18,0,Albania,2862427.0,Europe,4.68134209
401,2020-05-15,18,0,Albania,2862427.0,Europe,4.36692359
402,2020-05-14,4,0,Albania,2862427.0,Europe,3.98263432
